"Row.Id","ID","Mating","RIX_ID","Cohort","Sex","Virus","Date_Infected","Timepoint","D0","D7","D7pct","is.baric","uniqueid","dam","sire","ccdam","ccsire","ccrix"
978,"16513x16188_0135","16513x16188",135,"2_14ii",FALSE,"flu","2014-02-19",10,18.85,16.57,87.9045092838196,0,"16513x16188_135_2_14ii",16513,16188,"CC019","CC004","CC019xCC004"
1412,"16513x16188_0136","16513x16188",136,"4_14iv",FALSE,"flu","2014-04-21",45,19.05,17.79,93.3858267716535,0,"16513x16188_136_4_14iv",16513,16188,"CC019","CC004","CC019xCC004"
1413,"16513x16188_0137","16513x16188",137,"4_14iv",FALSE,"flu","2014-04-21",45,22.45,20.64,91.9376391982183,0,"16513x16188_137_4_14iv",16513,16188,"CC019","CC004","CC019xCC004"
1414,"16513x16188_0142","16513x16188",142,"4_14iv",FALSE,"flu","2014-04-21",45,18.97,17.7,93.3052187664734,0,"16513x16188_142_4_14iv",16513,16188,"CC019","CC004","CC019xCC004"
1415,"16513x16188_0143","16513x16188",143,"4_14iv",FALSE,"flu","2014-04-21",45,20.5,19.14,93.3658536585366,0,"16513x16188_143_4_14iv",16513,16188,"CC019","CC004","CC019xCC004"
1262,"16513x16188_0240","16513x16188",240,"3_15iii",FALSE,"flu","2015-03-16",7,14.2,10.3,72.5352112676056,0,"16513x16188_240_3_15iii",16513,16188,"CC019","CC004","CC019xCC004"
1263,"16513x16188_0241","16513x16188",241,"3_15iii",FALSE,"flu","2015-03-16",7,14.4,10.4,72.2222222222222,0,"16513x16188_241_3_15iii",16513,16188,"CC019","CC004","CC019xCC004"
4291,"16521x3260_0005","16521x3260",5,"6_15vi",FALSE,"flu","2015-06-01",29,25.8,23.5,91.0852713178295,1,"16521x3260_5_6_15vi",16521,3260,"CC072","CC075","CC072xCC075"
4292,"16521x3260_0006","16521x3260",6,"6_15vi",FALSE,"flu","2015-06-01",29,27.4,23.4,85.4014598540146,1,"16521x3260_6_6_15vi",16521,3260,"CC072","CC075","CC072xCC075"
4293,"16521x3260_0011","16521x3260",11,"6_15vi",FALSE,"flu","2015-06-01",29,25.1,21.9,87.2509960159363,1,"16521x3260_11_6_15vi",16521,3260,"CC072","CC075","CC072xCC075"
2793,"16521x3260_0094","16521x3260",94,"9_15ix",FALSE,"flu","2015-09-21",15,24.2,22.3,92.1487603305785,0,"16521x3260_94_9_15ix",16521,3260,"CC072","CC075","CC072xCC075"
2794,"16521x3260_0095","16521x3260",95,"9_15ix",FALSE,"flu","2015-09-21",15,24.2,20.8,85.9504132231405,0,"16521x3260_95_9_15ix",16521,3260,"CC072","CC075","CC072xCC075"
2795,"16521x3260_0096","16521x3260",96,"9_15ix",FALSE,"flu","2015-09-21",15,23.2,22,94.8275862068966,0,"16521x3260_96_9_15ix",16521,3260,"CC072","CC075","CC072xCC075"
495,"16521x3260_0115","16521x3260",115,"10_15x",FALSE,"flu","2015-10-19",7,22.8,19.5,85.5263157894737,0,"16521x3260_115_10_15x",16521,3260,"CC072","CC075","CC072xCC075"
496,"16521x3260_0121","16521x3260",121,"10_15x",FALSE,"flu","2015-10-19",7,22.6,20,88.4955752212389,0,"16521x3260_121_10_15x",16521,3260,"CC072","CC075","CC072xCC075"
497,"16521x3260_0122","16521x3260",122,"10_15x",FALSE,"flu","2015-10-19",7,26.2,24,91.6030534351145,0,"16521x3260_122_10_15x",16521,3260,"CC072","CC075","CC072xCC075"
498,"16521x5391_0022","16521x5391",22,"10_15x",FALSE,"flu","2015-10-19",15,22.5,24.4,108.444444444444,0,"16521x5391_22_10_15x",16521,5391,"CC072","CC063","CC072xCC063"
499,"16521x5391_0023","16521x5391",23,"10_15x",FALSE,"flu","2015-10-19",15,20.2,20.6,101.980198019802,0,"16521x5391_23_10_15x",16521,5391,"CC072","CC063","CC072xCC063"
500,"16521x5391_0024","16521x5391",24,"10_15x",FALSE,"flu","2015-10-19",15,26,26.6,102.307692307692,0,"16521x5391_24_10_15x",16521,5391,"CC072","CC063","CC072xCC063"
501,"16521x5391_0025","16521x5391",25,"10_15x",FALSE,"flu","2015-10-19",15,20.3,21.3,104.926108374384,0,"16521x5391_25_10_15x",16521,5391,"CC072","CC063","CC072xCC063"
787,"16557x13067_0014","16557x13067",14,"12_13xii",FALSE,"flu","2013-12-09",7,25.65,25.2,98.2456140350877,0,"16557x13067_14_12_13xii",16557,13067,"CC040","CC003","CC040xCC003"
784,"16557x13067_0018","16557x13067",18,"12_13xii",FALSE,"flu","2013-12-09",7,23.65,20.45,86.4693446088795,0,"16557x13067_18_12_13xii",16557,13067,"CC040","CC003","CC040xCC003"
785,"16557x13067_0024","16557x13067",24,"12_13xii",FALSE,"flu","2013-12-09",7,20.5,18.8,91.7073170731707,0,"16557x13067_24_12_13xii",16557,13067,"CC040","CC003","CC040xCC003"
786,"16557x13067_0025","16557x13067",25,"12_13xii",FALSE,"flu","2013-12-09",7,21.9,21.4,97.716894977169,0,"16557x13067_25_12_13xii",16557,13067,"CC040","CC003","CC040xCC003"
979,"16557x13067_0068","16557x13067",68,"2_14ii",FALSE,"flu","2014-02-19",15,31.1,29.12,93.6334405144695,0,"16557x13067_68_2_14ii",16557,13067,"CC040","CC003","CC040xCC003"
980,"16557x13067_0069","16557x13067",69,"2_14ii",FALSE,"flu","2014-02-19",15,27.05,26.9,99.445471349353,0,"16557x13067_69_2_14ii",16557,13067,"CC040","CC003","CC040xCC003"
981,"16557x13067_0070","16557x13067",70,"2_14ii",FALSE,"flu","2014-02-19",15,23.75,20.78,87.4947368421053,0,"16557x13067_70_2_14ii",16557,13067,"CC040","CC003","CC040xCC003"
1423,"16557x13067_0117","16557x13067",117,"4_14iv",FALSE,"flu","2014-04-21",45,22.75,18.6,81.7582417582418,0,"16557x13067_117_4_14iv",16557,13067,"CC040","CC003","CC040xCC003"
1424,"16557x13067_0118","16557x13067",118,"4_14iv",FALSE,"flu","2014-04-21",45,30.18,26.3,87.143803843605,0,"16557x13067_118_4_14iv",16557,13067,"CC040","CC003","CC040xCC003"
1425,"16557x13067_0119","16557x13067",119,"4_14iv",FALSE,"flu","2014-04-21",45,25.75,22.4,86.9902912621359,0,"16557x13067_119_4_14iv",16557,13067,"CC040","CC003","CC040xCC003"
1701,"16557x13067_0129","16557x13067",129,"5_14v",FALSE,"flu","2014-05-19",10,23.4,18.8,80.3418803418803,0,"16557x13067_129_5_14v",16557,13067,"CC040","CC003","CC040xCC003"
1702,"16557x13067_0130","16557x13067",130,"5_14v",FALSE,"flu","2014-05-19",10,25.55,20.77,81.2915851272016,0,"16557x13067_130_5_14v",16557,13067,"CC040","CC003","CC040xCC003"
1703,"16557x13067_0131","16557x13067",131,"5_14v",FALSE,"flu","2014-05-19",10,27.21,26.65,97.9419331128262,0,"16557x13067_131_5_14v",16557,13067,"CC040","CC003","CC040xCC003"
3153,"16557x13067_0154","16557x13067",154,"8_14viii",FALSE,"flu","2014-08-04",29,24.3,18.2,74.8971193415638,1,"16557x13067_154_8_14viii",16557,13067,"CC040","CC003","CC040xCC003"
3154,"16557x13067_0158","16557x13067",158,"8_14viii",FALSE,"flu","2014-08-04",29,26,19.7,75.7692307692308,1,"16557x13067_158_8_14viii",16557,13067,"CC040","CC003","CC040xCC003"
3155,"16557x13067_0159","16557x13067",159,"8_14viii",FALSE,"flu","2014-08-04",29,25.5,20.9,81.9607843137255,1,"16557x13067_159_8_14viii",16557,13067,"CC040","CC003","CC040xCC003"
4114,"16557x3154_0041","16557x3154",41,"7_15viii",FALSE,"flu","2015-07-20",29,20.4,14.7,72.0588235294118,1,"16557x3154_41_7_15viii",16557,3154,"CC040","CC015","CC040xCC015"
4115,"16557x3154_0045","16557x3154",45,"7_15viii",FALSE,"flu","2015-07-20",29,20.1,14.8,73.6318407960199,1,"16557x3154_45_7_15viii",16557,3154,"CC040","CC015","CC040xCC015"
4116,"16557x3154_0047","16557x3154",47,"7_15viii",FALSE,"flu","2015-07-20",29,19.5,14.2,72.8205128205128,1,"16557x3154_47_7_15viii",16557,3154,"CC040","CC015","CC040xCC015"
2608,"16557x3154_0069","16557x3154",69,"8_15viii",FALSE,"flu","2015-08-17",10,18.5,15.8,85.4054054054054,0,"16557x3154_69_8_15viii",16557,3154,"CC040","CC015","CC040xCC015"
2609,"16557x3154_0071","16557x3154",71,"8_15viii",FALSE,"flu","2015-08-17",10,21,16.6,79.0476190476191,0,"16557x3154_71_8_15viii",16557,3154,"CC040","CC015","CC040xCC015"
2610,"16557x3154_0074","16557x3154",74,"8_15viii",FALSE,"flu","2015-08-17",10,22.3,17.9,80.2690582959641,0,"16557x3154_74_8_15viii",16557,3154,"CC040","CC015","CC040xCC015"
2806,"16557x3154_0097","16557x3154",97,"9_15ix",FALSE,"flu","2015-09-21",15,19.9,15,75.3768844221106,0,"16557x3154_97_9_15ix",16557,3154,"CC040","CC015","CC040xCC015"
2808,"16557x3154_0099","16557x3154",99,"9_15ix",FALSE,"flu","2015-09-21",15,19.4,15.1,77.8350515463918,0,"16557x3154_99_9_15ix",16557,3154,"CC040","CC015","CC040xCC015"
2809,"16557x3154_0102","16557x3154",102,"9_15ix",FALSE,"flu","2015-09-21",15,22.9,17.6,76.8558951965066,0,"16557x3154_102_9_15ix",16557,3154,"CC040","CC015","CC040xCC015"
2815,"16557x3154_0104","16557x3154",104,"9_15ix",FALSE,"flu","2015-09-21",45,20.6,15.9,77.1844660194175,0,"16557x3154_104_9_15ix",16557,3154,"CC040","CC015","CC040xCC015"
2816,"16557x3154_0108","16557x3154",108,"9_15ix",FALSE,"flu","2015-09-21",45,22.6,17,75.2212389380531,0,"16557x3154_108_9_15ix",16557,3154,"CC040","CC015","CC040xCC015"
2810,"16557x3154_0112","16557x3154",112,"9_15ix",FALSE,"flu","2015-09-21",15,22.2,16.7,75.2252252252252,0,"16557x3154_112_9_15ix",16557,3154,"CC040","CC015","CC040xCC015"
2818,"16557x3154_0113","16557x3154",113,"9_15ix",FALSE,"flu","2015-09-21",45,18.7,15.6,83.4224598930481,0,"16557x3154_113_9_15ix",16557,3154,"CC040","CC015","CC040xCC015"
1265,"16680x8016_0065","16680x8016",65,"3_15iii",FALSE,"flu","2015-03-16",15,25.9,26.6,102.702702702703,0,"16680x8016_65_3_15iii",16680,8016,"CC055","CC028","CC055xCC028"
1266,"16680x8016_0066","16680x8016",66,"3_15iii",FALSE,"flu","2015-03-16",15,26.2,26.2,100,0,"16680x8016_66_3_15iii",16680,8016,"CC055","CC028","CC055xCC028"
1267,"16680x8016_0070","16680x8016",70,"3_15iii",FALSE,"flu","2015-03-16",15,25.8,23.3,90.3100775193798,0,"16680x8016_70_3_15iii",16680,8016,"CC055","CC028","CC055xCC028"
1268,"16680x8016_0071","16680x8016",71,"3_15iii",FALSE,"flu","2015-03-16",15,23.5,23.6,100.425531914894,0,"16680x8016_71_3_15iii",16680,8016,"CC055","CC028","CC055xCC028"
2321,"16680x8016_0102","16680x8016",102,"7_15vii",FALSE,"flu","2015-07-20",15,26.3,23.2,88.212927756654,0,"16680x8016_102_7_15vii",16680,8016,"CC055","CC028","CC055xCC028"
2322,"16680x8016_0103","16680x8016",103,"7_15vii",FALSE,"flu","2015-07-20",15,24.4,25.3,103.688524590164,0,"16680x8016_103_7_15vii",16680,8016,"CC055","CC028","CC055xCC028"
2323,"16680x8016_0111","16680x8016",111,"7_15vii",FALSE,"flu","2015-07-20",15,28.5,22.9,80.3508771929825,0,"16680x8016_111_7_15vii",16680,8016,"CC055","CC028","CC055xCC028"
2324,"16680x8016_0112","16680x8016",112,"7_15vii",FALSE,"flu","2015-07-20",15,26.2,24.7,94.2748091603054,0,"16680x8016_112_7_15vii",16680,8016,"CC055","CC028","CC055xCC028"
2617,"16680x8016_0113","16680x8016",113,"8_15viii",FALSE,"flu","2015-08-17",7,32.2,29.7,92.2360248447205,0,"16680x8016_113_8_15viii",16680,8016,"CC055","CC028","CC055xCC028"
2618,"16680x8016_0114","16680x8016",114,"8_15viii",FALSE,"flu","2015-08-17",7,27.8,26,93.5251798561151,0,"16680x8016_114_8_15viii",16680,8016,"CC055","CC028","CC055xCC028"
2614,"16680x8016_0115","16680x8016",115,"8_15viii",FALSE,"flu","2015-08-17",45,25.5,22.3,87.4509803921569,0,"16680x8016_115_8_15viii",16680,8016,"CC055","CC028","CC055xCC028"
2615,"16680x8016_0116","16680x8016",116,"8_15viii",FALSE,"flu","2015-08-17",45,26.4,24,90.9090909090909,0,"16680x8016_116_8_15viii",16680,8016,"CC055","CC028","CC055xCC028"
2619,"16680x8016_0119","16680x8016",119,"8_15viii",FALSE,"flu","2015-08-17",7,31.3,31.9,101.916932907348,0,"16680x8016_119_8_15viii",16680,8016,"CC055","CC028","CC055xCC028"
2616,"16680x8016_0123","16680x8016",123,"8_15viii",FALSE,"flu","2015-08-17",45,27.1,25.3,93.3579335793358,0,"16680x8016_123_8_15viii",16680,8016,"CC055","CC028","CC055xCC028"
2620,"16680x8016_0124","16680x8016",124,"8_15viii",FALSE,"flu","2015-08-17",7,27.5,27,98.1818181818182,0,"16680x8016_124_8_15viii",16680,8016,"CC055","CC028","CC055xCC028"
2621,"16680x8016_0125","16680x8016",125,"8_15viii",FALSE,"flu","2015-08-17",7,27,27.1,100.37037037037,0,"16680x8016_125_8_15viii",16680,8016,"CC055","CC028","CC055xCC028"
2622,"16680x8016_0131","16680x8016",131,"8_15viii",FALSE,"flu","2015-08-17",7,23.4,22.8,97.4358974358974,0,"16680x8016_131_8_15viii",16680,8016,"CC055","CC028","CC055xCC028"
2623,"16680x8016_0132","16680x8016",132,"8_15viii",FALSE,"flu","2015-08-17",7,22.2,22.7,102.252252252252,0,"16680x8016_132_8_15viii",16680,8016,"CC055","CC028","CC055xCC028"
2611,"16680x8016_0133","16680x8016",133,"8_15viii",FALSE,"flu","2015-08-17",10,26.7,26.8,100.374531835206,0,"16680x8016_133_8_15viii",16680,8016,"CC055","CC028","CC055xCC028"
2612,"16680x8016_0134","16680x8016",134,"8_15viii",FALSE,"flu","2015-08-17",10,25,24,96,0,"16680x8016_134_8_15viii",16680,8016,"CC055","CC028","CC055xCC028"
2613,"16680x8016_0135","16680x8016",135,"8_15viii",FALSE,"flu","2015-08-17",10,22.9,23.9,104.366812227074,0,"16680x8016_135_8_15viii",16680,8016,"CC055","CC028","CC055xCC028"
228,"16750x13421_0050","16750x13421",50,"1_15i",FALSE,"flu","2015-01-19",15,21.7,18.1,83.4101382488479,0,"16750x13421_50_1_15i",16750,13421,"CC006","CC007","CC006xCC007"
229,"16750x13421_0060","16750x13421",60,"1_15i",FALSE,"flu","2015-01-19",15,22,20,90.9090909090909,0,"16750x13421_60_1_15i",16750,13421,"CC006","CC007","CC006xCC007"
230,"16750x13421_0061","16750x13421",61,"1_15i",FALSE,"flu","2015-01-19",15,22.2,20.5,92.3423423423423,0,"16750x13421_61_1_15i",16750,13421,"CC006","CC007","CC006xCC007"
231,"16750x13421_0062","16750x13421",62,"1_15i",FALSE,"flu","2015-01-19",15,21.4,18.5,86.4485981308411,0,"16750x13421_62_1_15i",16750,13421,"CC006","CC007","CC006xCC007"
1094,"16750x13421_0065","16750x13421",65,"2_15ii",FALSE,"flu","2015-02-15",7,20.1,18.4,91.5422885572139,0,"16750x13421_65_2_15ii",16750,13421,"CC006","CC007","CC006xCC007"
1095,"16750x13421_0066","16750x13421",66,"2_15ii",FALSE,"flu","2015-02-15",7,22.4,21.8,97.3214285714286,0,"16750x13421_66_2_15ii",16750,13421,"CC006","CC007","CC006xCC007"
1096,"16750x13421_0081","16750x13421",81,"2_15ii",FALSE,"flu","2015-02-15",7,20.5,17.5,85.3658536585366,0,"16750x13421_81_2_15ii",16750,13421,"CC006","CC007","CC006xCC007"
1097,"16750x13421_0082","16750x13421",82,"2_15ii",FALSE,"flu","2015-02-15",7,21.9,19.7,89.9543378995434,0,"16750x13421_82_2_15ii",16750,13421,"CC006","CC007","CC006xCC007"
1524,"16750x13421_0089","16750x13421",89,"4_15iv",FALSE,"flu","2015-04-20",45,22.3,21.1,94.6188340807175,0,"16750x13421_89_4_15iv",16750,13421,"CC006","CC007","CC006xCC007"
1520,"16750x13421_0090","16750x13421",90,"4_15iv",FALSE,"flu","2015-04-20",10,21.8,20.8,95.4128440366973,0,"16750x13421_90_4_15iv",16750,13421,"CC006","CC007","CC006xCC007"
1525,"16750x13421_0096","16750x13421",96,"4_15iv",FALSE,"flu","2015-04-20",45,19.9,18.8,94.4723618090452,0,"16750x13421_96_4_15iv",16750,13421,"CC006","CC007","CC006xCC007"
1526,"16750x13421_0097","16750x13421",97,"4_15iv",FALSE,"flu","2015-04-20",45,21.6,18.7,86.5740740740741,0,"16750x13421_97_4_15iv",16750,13421,"CC006","CC007","CC006xCC007"
1521,"16750x13421_0098","16750x13421",98,"4_15iv",FALSE,"flu","2015-04-20",10,20.4,18,88.2352941176471,0,"16750x13421_98_4_15iv",16750,13421,"CC006","CC007","CC006xCC007"
1522,"16750x13421_0104","16750x13421",104,"4_15iv",FALSE,"flu","2015-04-20",10,23.4,23.2,99.1452991452991,0,"16750x13421_104_4_15iv",16750,13421,"CC006","CC007","CC006xCC007"
1523,"16750x13421_0105","16750x13421",105,"4_15iv",FALSE,"flu","2015-04-20",10,21.2,19.3,91.0377358490566,0,"16750x13421_105_4_15iv",16750,13421,"CC006","CC007","CC006xCC007"
4305,"16750x13421_0138","16750x13421",138,"6_15vi",FALSE,"flu","2015-06-01",29,20.6,20.4,99.0291262135922,1,"16750x13421_138_6_15vi",16750,13421,"CC006","CC007","CC006xCC007"
4306,"16750x13421_0139","16750x13421",139,"6_15vi",FALSE,"flu","2015-06-01",29,21.2,18.6,87.7358490566038,1,"16750x13421_139_6_15vi",16750,13421,"CC006","CC007","CC006xCC007"
2049,"16750x13421_0148","16750x13421",148,"6_15vi",FALSE,"flu","2015-06-15",10,20.1,16.5,82.089552238806,0,"16750x13421_148_6_15vi",16750,13421,"CC006","CC007","CC006xCC007"
2050,"16750x13421_0149","16750x13421",149,"6_15vi",FALSE,"flu","2015-06-15",10,21.6,18.8,87.037037037037,0,"16750x13421_149_6_15vi",16750,13421,"CC006","CC007","CC006xCC007"
2051,"16750x13421_0150","16750x13421",150,"6_15vi",FALSE,"flu","2015-06-15",10,20.6,16.9,82.0388349514563,0,"16750x13421_150_6_15vi",16750,13421,"CC006","CC007","CC006xCC007"
6289,"16750x15155_0022","16750x15155",22,"12_15xv",FALSE,"flu","2015-12-07",29,20.3,20.1,99.0147783251232,1,"16750x15155_22_12_15xv",16750,15155,"CC006","CC039","CC006xCC039"
6290,"16750x15155_0023","16750x15155",23,"12_15xv",FALSE,"flu","2015-12-07",29,19,19.2,101.052631578947,1,"16750x15155_23_12_15xv",16750,15155,"CC006","CC039","CC006xCC039"
6291,"16750x15155_0030","16750x15155",30,"12_15xv",FALSE,"flu","2015-12-07",29,19.5,18.6,95.3846153846154,1,"16750x15155_30_12_15xv",16750,15155,"CC006","CC039","CC006xCC039"
444,"16768x8021_0002","16768x8021",2,"10_14x",FALSE,"flu","2014-10-20",45,22.2,21.9,98.6486486486486,0,"16768x8021_2_10_14x",16768,8021,"CC068","CC043","CC068xCC043"
445,"16768x8021_0003","16768x8021",3,"10_14x",FALSE,"flu","2014-10-20",45,26,24.6,94.6153846153846,0,"16768x8021_3_10_14x",16768,8021,"CC068","CC043","CC068xCC043"
446,"16768x8021_0011","16768x8021",11,"10_14x",FALSE,"flu","2014-10-20",45,18.2,17.8,97.8021978021978,0,"16768x8021_11_10_14x",16768,8021,"CC068","CC043","CC068xCC043"
672,"16768x8021_0012","16768x8021",12,"11_14xi",FALSE,"flu","2014-11-17",7,23.5,23.3,99.1489361702128,0,"16768x8021_12_11_14xi",16768,8021,"CC068","CC043","CC068xCC043"
673,"16768x8021_0013","16768x8021",13,"11_14xi",FALSE,"flu","2014-11-17",7,22.1,22.1,100,0,"16768x8021_13_11_14xi",16768,8021,"CC068","CC043","CC068xCC043"
674,"16768x8021_0019","16768x8021",19,"11_14xi",FALSE,"flu","2014-11-17",7,22.3,22,98.6547085201794,0,"16768x8021_19_11_14xi",16768,8021,"CC068","CC043","CC068xCC043"
1527,"16768x8021_0063","16768x8021",63,"4_15iv",FALSE,"flu","2015-04-20",10,20.4,18.8,92.156862745098,0,"16768x8021_63_4_15iv",16768,8021,"CC068","CC043","CC068xCC043"
1528,"16768x8021_0064","16768x8021",64,"4_15iv",FALSE,"flu","2015-04-20",10,21.4,20.5,95.7943925233645,0,"16768x8021_64_4_15iv",16768,8021,"CC068","CC043","CC068xCC043"
1529,"16768x8021_0065","16768x8021",65,"4_15iv",FALSE,"flu","2015-04-20",10,21.3,19.8,92.9577464788732,0,"16768x8021_65_4_15iv",16768,8021,"CC068","CC043","CC068xCC043"
6019,"16785x773_0078","16785x773",78,"10_15xii",FALSE,"flu","2015-10-05",29,17.6,13.4,76.1363636363636,1,"16785x773_78_10_15xii",16785,773,"CC071","CC053","CC071xCC053"
6020,"16785x773_0079","16785x773",79,"10_15xii",FALSE,"flu","2015-10-05",29,19.7,16.1,81.7258883248731,1,"16785x773_79_10_15xii",16785,773,"CC071","CC053","CC071xCC053"
2819,"16785x773_0092","16785x773",92,"9_15ix",FALSE,"flu","2015-09-21",15,17.3,14.8,85.5491329479769,0,"16785x773_92_9_15ix",16785,773,"CC071","CC053","CC071xCC053"
2820,"16785x773_0093","16785x773",93,"9_15ix",FALSE,"flu","2015-09-21",15,14.1,12.8,90.7801418439716,0,"16785x773_93_9_15ix",16785,773,"CC071","CC053","CC071xCC053"
2821,"16785x773_0098","16785x773",98,"9_15ix",FALSE,"flu","2015-09-21",15,17,15.3,90,0,"16785x773_98_9_15ix",16785,773,"CC071","CC053","CC071xCC053"
532,"16785x773_0109","16785x773",109,"10_15x",FALSE,"flu","2015-10-19",7,20.6,18.8,91.2621359223301,0,"16785x773_109_10_15x",16785,773,"CC071","CC053","CC071xCC053"
526,"16785x773_0110","16785x773",110,"10_15x",FALSE,"flu","2015-10-19",10,18.8,17.9,95.2127659574468,0,"16785x773_110_10_15x",16785,773,"CC071","CC053","CC071xCC053"
527,"16785x773_0111","16785x773",111,"10_15x",FALSE,"flu","2015-10-19",10,17.3,15.8,91.3294797687861,0,"16785x773_111_10_15x",16785,773,"CC071","CC053","CC071xCC053"
533,"16785x773_0114","16785x773",114,"10_15x",FALSE,"flu","2015-10-19",7,20.4,17.2,84.3137254901961,0,"16785x773_114_10_15x",16785,773,"CC071","CC053","CC071xCC053"
528,"16785x773_0115","16785x773",115,"10_15x",FALSE,"flu","2015-10-19",10,17.1,14.8,86.5497076023392,0,"16785x773_115_10_15x",16785,773,"CC071","CC053","CC071xCC053"
529,"16785x773_0117","16785x773",117,"10_15x",FALSE,"flu","2015-10-19",7,15.5,15,96.7741935483871,0,"16785x773_117_10_15x",16785,773,"CC071","CC053","CC071xCC053"
1885,"16912x16211_0076","16912x16211",76,"6_13vi",FALSE,"flu","2013-06-17",10,21.45,20.8,96.969696969697,0,"16912x16211_76_6_13vi",16912,16211,"CC051","CC005","CC051xCC005"
1886,"16912x16211_0081","16912x16211",81,"6_13vi",FALSE,"flu","2013-06-17",10,21.55,21.15,98.1438515081206,0,"16912x16211_81_6_13vi",16912,16211,"CC051","CC005","CC051xCC005"
1887,"16912x16211_0082","16912x16211",82,"6_13vi",FALSE,"flu","2013-06-17",10,18.3,19.15,104.644808743169,0,"16912x16211_82_6_13vi",16912,16211,"CC051","CC005","CC051xCC005"
1901,"16912x16211_0087","16912x16211",87,"6_13vi",FALSE,"flu","2013-06-17",7,19,18.8,98.9473684210526,0,"16912x16211_87_6_13vi",16912,16211,"CC051","CC005","CC051xCC005"
1902,"16912x16211_0088","16912x16211",88,"6_13vi",FALSE,"flu","2013-06-17",7,22.5,21.5,95.5555555555556,0,"16912x16211_88_6_13vi",16912,16211,"CC051","CC005","CC051xCC005"
1903,"16912x16211_0089","16912x16211",89,"6_13vi",FALSE,"flu","2013-06-17",7,21.2,21.25,100.235849056604,0,"16912x16211_89_6_13vi",16912,16211,"CC051","CC005","CC051xCC005"
1904,"16912x16211_0096","16912x16211",96,"6_13vi",FALSE,"flu","2013-06-17",7,20.9,20.3,97.1291866028708,0,"16912x16211_96_6_13vi",16912,16211,"CC051","CC005","CC051xCC005"
1888,"16912x16211_0109","16912x16211",109,"6_13vi",FALSE,"flu","2013-06-17",10,22,21.1,95.9090909090909,0,"16912x16211_109_6_13vi",16912,16211,"CC051","CC005","CC051xCC005"
2161,"16912x16211_0137","16912x16211",137,"7_13vii",FALSE,"flu","2013-07-22",45,23.87,22.5,94.2605781315459,0,"16912x16211_137_7_13vii",16912,16211,"CC051","CC005","CC051xCC005"
2162,"16912x16211_0138","16912x16211",138,"7_13vii",FALSE,"flu","2013-07-22",45,25.58,24.6,96.1688819390149,0,"16912x16211_138_7_13vii",16912,16211,"CC051","CC005","CC051xCC005"
2163,"16912x16211_0144","16912x16211",144,"7_13vii",FALSE,"flu","2013-07-22",45,23.92,22.7,94.8996655518395,0,"16912x16211_144_7_13vii",16912,16211,"CC051","CC005","CC051xCC005"
2149,"16912x16211_0153","16912x16211",153,"7_13vii",FALSE,"flu","2013-07-22",15,24.65,23.15,93.9148073022312,0,"16912x16211_153_7_13vii",16912,16211,"CC051","CC005","CC051xCC005"
2150,"16912x16211_0161","16912x16211",161,"7_13vii",FALSE,"flu","2013-07-22",15,23.58,23.7,100.508905852417,0,"16912x16211_161_7_13vii",16912,16211,"CC051","CC005","CC051xCC005"
2151,"16912x16211_0162","16912x16211",162,"7_13vii",FALSE,"flu","2013-07-22",15,22.1,21.7,98.1900452488688,0,"16912x16211_162_7_13vii",16912,16211,"CC051","CC005","CC051xCC005"
1426,"16912x5489_0012","16912x5489",12,"4_14iv",FALSE,"flu","2014-04-21",10,23.46,18.07,77.0247229326513,0,"16912x5489_12_4_14iv",16912,5489,"CC051","CC009","CC051xCC009"
1444,"16912x5489_0024","16912x5489",24,"4_14iv",FALSE,"flu","2014-04-21",7,26.17,25.85,98.7772258311043,0,"16912x5489_24_4_14iv",16912,5489,"CC051","CC009","CC051xCC009"
1427,"16912x5489_0025","16912x5489",25,"4_14iv",FALSE,"flu","2014-04-21",10,22.65,17.4,76.8211920529801,0,"16912x5489_25_4_14iv",16912,5489,"CC051","CC009","CC051xCC009"
1428,"16912x5489_0026","16912x5489",26,"4_14iv",FALSE,"flu","2014-04-21",10,25.25,20.68,81.9009900990099,0,"16912x5489_26_4_14iv",16912,5489,"CC051","CC009","CC051xCC009"
1445,"16912x5489_0037","16912x5489",37,"4_14iv",FALSE,"flu","2014-04-21",7,27.67,27.4,99.0242139501265,0,"16912x5489_37_4_14iv",16912,5489,"CC051","CC009","CC051xCC009"
1446,"16912x5489_0038","16912x5489",38,"4_14iv",FALSE,"flu","2014-04-21",7,31,27.95,90.1612903225806,0,"16912x5489_38_4_14iv",16912,5489,"CC051","CC009","CC051xCC009"
1704,"16912x5489_0048","16912x5489",48,"5_14v",FALSE,"flu","2014-05-19",15,26.5,24.8,93.5849056603774,0,"16912x5489_48_5_14v",16912,5489,"CC051","CC009","CC051xCC009"
1705,"16912x5489_0049","16912x5489",49,"5_14v",FALSE,"flu","2014-05-19",15,28.2,26,92.1985815602837,0,"16912x5489_49_5_14v",16912,5489,"CC051","CC009","CC051xCC009"
1706,"16912x5489_0052","16912x5489",52,"5_14v",FALSE,"flu","2014-05-19",15,27.36,23.54,86.0380116959064,0,"16912x5489_52_5_14v",16912,5489,"CC051","CC009","CC051xCC009"
1710,"16912x5489_0062","16912x5489",62,"5_14v",FALSE,"flu","2014-05-19",45,28.66,25.26,88.1367759944173,0,"16912x5489_62_5_14v",16912,5489,"CC051","CC009","CC051xCC009"
