"Row.Id","ID","Mating","RIX_ID","Cohort","Sex","Virus","Date_Infected","Timepoint","D0","D7","D7pct","is.baric","uniqueid","dam","sire","ccdam","ccsire","ccrix"
1053,"13067x5306_0076","13067x5306",76,"2_15ii",FALSE,"flu","2015-02-15",45,19.1,15.8,82.7225130890052,0,"13067x5306_76_2_15ii",13067,5306,"CC003","CC062","CC003xCC062"
1054,"13067x5306_0077","13067x5306",77,"2_15ii",FALSE,"flu","2015-02-15",45,19.1,20.4,106.806282722513,0,"13067x5306_77_2_15ii",13067,5306,"CC003","CC062","CC003xCC062"
1055,"13067x5306_0078","13067x5306",78,"2_15ii",FALSE,"flu","2015-02-15",45,21.2,18,84.9056603773585,0,"13067x5306_78_2_15ii",13067,5306,"CC003","CC062","CC003xCC062"
1057,"13067x5306_0079","13067x5306",79,"2_15ii",FALSE,"flu","2015-02-15",45,19.9,18.8,94.4723618090452,0,"13067x5306_79_2_15ii",13067,5306,"CC003","CC062","CC003xCC062"
1058,"13067x5306_0080","13067x5306",80,"2_15ii",FALSE,"flu","2015-02-15",45,19.9,19.4,97.4874371859297,0,"13067x5306_80_2_15ii",13067,5306,"CC003","CC062","CC003xCC062"
1056,"13067x5306_0087","13067x5306",87,"2_15ii",FALSE,"flu","2015-02-15",45,21.9,21.2,96.8036529680365,0,"13067x5306_87_2_15ii",13067,5306,"CC003","CC062","CC003xCC062"
1059,"13067x5306_0088","13067x5306",88,"2_15ii",FALSE,"flu","2015-02-15",45,21.9,20.6,94.0639269406393,0,"13067x5306_88_2_15ii",13067,5306,"CC003","CC062","CC003xCC062"
1060,"13067x5306_0091","13067x5306",91,"2_15ii",FALSE,"flu","2015-02-15",45,22,22.1,100.454545454545,0,"13067x5306_91_2_15ii",13067,5306,"CC003","CC062","CC003xCC062"
3364,"13140x16680_0018","13140x16680",18,"7_14vii",FALSE,"flu","2014-07-07",29,19,15.2,80,1,"13140x16680_18_7_14vii",13140,16680,"CC001","CC055","CC001xCC055"
3365,"13140x16680_0019","13140x16680",19,"7_14vii",FALSE,"flu","2014-07-07",29,20.2,18.4,91.0891089108911,1,"13140x16680_19_7_14vii",13140,16680,"CC001","CC055","CC001xCC055"
3366,"13140x16680_0031","13140x16680",31,"7_14vii",FALSE,"flu","2014-07-07",29,19.4,16.8,86.5979381443299,1,"13140x16680_31_7_14vii",13140,16680,"CC001","CC055","CC001xCC055"
2252,"13140x16680_0042","13140x16680",42,"7_14vii",FALSE,"flu","2014-07-21",10,16.63,13.7,82.3812387251954,0,"13140x16680_42_7_14vii",13140,16680,"CC001","CC055","CC001xCC055"
2253,"13140x16680_0043","13140x16680",43,"7_14vii",FALSE,"flu","2014-07-21",10,18.63,15.9,85.3462157809984,0,"13140x16680_43_7_14vii",13140,16680,"CC001","CC055","CC001xCC055"
2254,"13140x16680_0047","13140x16680",47,"7_14vii",FALSE,"flu","2014-07-21",10,19.2,17.1,89.0625,0,"13140x16680_47_7_14vii",13140,16680,"CC001","CC055","CC001xCC055"
2500,"13140x16680_0101","13140x16680",101,"8_14viii",FALSE,"flu","2014-08-18",7,22.1,19.9,90.0452488687783,0,"13140x16680_101_8_14viii",13140,16680,"CC001","CC055","CC001xCC055"
2501,"13140x16680_0102","13140x16680",102,"8_14viii",FALSE,"flu","2014-08-18",7,22.95,20.95,91.2854030501089,0,"13140x16680_102_8_14viii",13140,16680,"CC001","CC055","CC001xCC055"
2493,"13140x16680_0104","13140x16680",104,"8_14viii",FALSE,"flu","2014-08-18",15,18.75,17.45,93.0666666666667,0,"13140x16680_104_8_14viii",13140,16680,"CC001","CC055","CC001xCC055"
2494,"13140x16680_0105","13140x16680",105,"8_14viii",FALSE,"flu","2014-08-18",15,15.95,14.8,92.7899686520376,0,"13140x16680_105_8_14viii",13140,16680,"CC001","CC055","CC001xCC055"
2502,"13140x16680_0107","13140x16680",107,"8_14viii",FALSE,"flu","2014-08-18",7,21.6,19.25,89.1203703703704,0,"13140x16680_107_8_14viii",13140,16680,"CC001","CC055","CC001xCC055"
2495,"13140x16680_0108","13140x16680",108,"8_14viii",FALSE,"flu","2014-08-18",15,18.6,17.1,91.9354838709677,0,"13140x16680_108_8_14viii",13140,16680,"CC001","CC055","CC001xCC055"
2496,"13140x16680_0109","13140x16680",109,"8_14viii",FALSE,"flu","2014-08-18",15,16.5,14.85,90,0,"13140x16680_109_8_14viii",13140,16680,"CC001","CC055","CC001xCC055"
2737,"13140x16680_0150","13140x16680",150,"9_14ix",FALSE,"flu","2014-09-15",45,20.85,18.92,90.7434052757794,0,"13140x16680_150_9_14ix",13140,16680,"CC001","CC055","CC001xCC055"
2738,"13140x16680_0151","13140x16680",151,"9_14ix",FALSE,"flu","2014-09-15",45,20.95,15.3,73.0310262529833,0,"13140x16680_151_9_14ix",13140,16680,"CC001","CC055","CC001xCC055"
2739,"13140x16680_0152","13140x16680",152,"9_14ix",FALSE,"flu","2014-09-15",45,19.9,14.07,70.7035175879397,0,"13140x16680_152_9_14ix",13140,16680,"CC001","CC055","CC001xCC055"
1146,"13140x3015_0096","13140x3015",96,"3_13iii",FALSE,"flu","2013-03-18",15,22.45,21.1,93.9866369710468,0,"13140x3015_96_3_13iii",13140,3015,"CC001","CC074","CC001xCC074"
1145,"13140x3015_0102","13140x3015",102,"3_13iii",FALSE,"flu","2013-03-18",15,23.35,20.4,87.3661670235546,0,"13140x3015_102_3_13iii",13140,3015,"CC001","CC074","CC001xCC074"
1147,"13140x3015_0131","13140x3015",131,"3_13iii",FALSE,"flu","2013-03-18",15,23.15,22.05,95.2483801295896,0,"13140x3015_131_3_13iii",13140,3015,"CC001","CC074","CC001xCC074"
1157,"13140x3015_0145","13140x3015",145,"3_13iii",FALSE,"flu","2013-03-18",45,20.8,18.4,88.4615384615385,0,"13140x3015_145_3_13iii",13140,3015,"CC001","CC074","CC001xCC074"
1158,"13140x3015_0148","13140x3015",148,"3_13iii",FALSE,"flu","2013-03-18",45,19.15,18.1,94.5169712793734,0,"13140x3015_148_3_13iii",13140,3015,"CC001","CC074","CC001xCC074"
1159,"13140x3015_0149","13140x3015",149,"3_13iii",FALSE,"flu","2013-03-18",45,23,22.7,98.695652173913,0,"13140x3015_149_3_13iii",13140,3015,"CC001","CC074","CC001xCC074"
1142,"13140x3015_0163","13140x3015",163,"3_13iii",FALSE,"flu","2013-03-18",10,19.35,16.1,83.2041343669251,0,"13140x3015_163_3_13iii",13140,3015,"CC001","CC074","CC001xCC074"
1384,"13140x3015_0176","13140x3015",176,"4_13iv",FALSE,"flu","2013-04-15",7,22.55,17.9,79.3791574279379,0,"13140x3015_176_4_13iv",13140,3015,"CC001","CC074","CC001xCC074"
1385,"13140x3015_0177","13140x3015",177,"4_13iv",FALSE,"flu","2013-04-15",7,18.3,18.8,102.732240437158,0,"13140x3015_177_4_13iv",13140,3015,"CC001","CC074","CC001xCC074"
1143,"13140x3015_0179","13140x3015",179,"3_13iii",FALSE,"flu","2013-03-18",10,19.9,17.8,89.4472361809045,0,"13140x3015_179_3_13iii",13140,3015,"CC001","CC074","CC001xCC074"
1144,"13140x3015_0180","13140x3015",180,"3_13iii",FALSE,"flu","2013-03-18",10,19.7,17.45,88.5786802030457,0,"13140x3015_180_3_13iii",13140,3015,"CC001","CC074","CC001xCC074"
1772,"13421x16034_0007","13421x16034",7,"5_15v",FALSE,"flu","2015-05-18",10,26.1,24.3,93.1034482758621,0,"13421x16034_7_5_15v",13421,16034,"CC007","CC070","CC007xCC070"
1774,"13421x16034_0017","13421x16034",17,"5_15v",FALSE,"flu","2015-05-18",10,22.1,16.6,75.1131221719457,0,"13421x16034_17_5_15v",13421,16034,"CC007","CC070","CC007xCC070"
2303,"13421x16034_0064","13421x16034",64,"7_15vii",FALSE,"flu","2015-07-20",15,25.9,25.6,98.8416988416988,0,"13421x16034_64_7_15vii",13421,16034,"CC007","CC070","CC007xCC070"
2304,"13421x16034_0067","13421x16034",67,"7_15vii",FALSE,"flu","2015-07-20",15,28.5,28.5,100,0,"13421x16034_67_7_15vii",13421,16034,"CC007","CC070","CC007xCC070"
2305,"13421x16034_0072","13421x16034",72,"7_15vii",FALSE,"flu","2015-07-20",15,23.9,23.9,100,0,"13421x16034_72_7_15vii",13421,16034,"CC007","CC070","CC007xCC070"
2604,"13421x16034_0076","13421x16034",76,"8_15viii",FALSE,"flu","2015-08-17",7,30.7,28.1,91.5309446254072,0,"13421x16034_76_8_15viii",13421,16034,"CC007","CC070","CC007xCC070"
